Project,MethodName,Release,LOC,CyclomaticComplexity,ParameterCount,NumberOfBranches,NR,NAuth,stmtAdded,stmtDeleted,elseAdded,avgChurn,IsBuggy
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java/getLedgerRanges(),4.2.0,26,3,0,1,4,2,222,20,0,60.5,yes
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java/hasNext(),4.2.0,4,1,0,0,2,2,200,12,0,106.0,yes
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java/next(),4.2.0,15,3,0,1,4,2,215,8,0,55.75,yes
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManagerFactory.java/getCurrentVersion(),4.2.0,4,1,0,0,1,1,72,0,0,72.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManagerFactory.java/initialize(AbstractConfiguration, ZooKeeper, int)",4.2.0,13,2,3,1,1,1,72,0,0,72.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManagerFactory.java/uninitialize(),4.2.0,5,1,0,0,1,1,72,0,0,72.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManagerFactory.java/newLedgerManager(),4.2.0,4,1,0,0,1,1,72,0,0,72.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManagerFactory.java/newLedgerUnderreplicationManager(),4.2.0,5,1,0,0,2,1,77,0,0,38.5,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManagerFactory.java/format(AbstractConfiguration, ZooKeeper)",4.2.0,15,2,2,2,2,2,21,0,0,10.5,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/HierarchicalLedgerManager(AbstractConfiguration, ZooKeeper)",4.2.0,7,1,2,0,2,1,202,1,0,101.5,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/close(),4.2.0,9,2,0,0,2,2,201,1,0,101.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/createLedger(LedgerMetadata, GenericCallback)",4.2.0,62,5,2,3,5,2,214,18,2,46.4,yes
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/processResult(int, String, Object, String)",4.2.0,13,2,4,1,5,2,212,9,1,44.2,yes
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/processResult(int, String, Object, String)",4.2.0,13,2,4,1,0,0,0,0,0,0.0,yes
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/run(),4.2.0,4,1,0,0,2,1,207,3,0,105.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/processResult(int, String, Object)",4.2.0,22,3,3,2,2,1,205,3,0,104.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/getLedgerIdFromGenPath(String),4.2.0,10,2,1,0,3,2,204,4,0,69.33333333333333,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/getLedgerPath(long),4.2.0,4,1,1,0,2,2,201,9,0,105.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/getLedgerId(String),4.2.0,8,2,1,1,2,2,201,7,0,104.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/getLedgerId(String[]),4.2.0,3,1,1,0,2,2,201,9,0,105.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/getStartLedgerIdByLevel(String, String)",4.2.0,3,1,2,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/getEndLedgerIdByLevel(String, String)",4.2.0,3,1,2,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/asyncProcessLedgers(Processor, AsyncCallback.VoidCallback, Object, int, int)",4.2.0,29,2,5,1,1,1,200,0,0,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/process(String, AsyncCallback.VoidCallback)",4.2.0,9,1,2,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/process(String, AsyncCallback.VoidCallback)",4.2.0,9,1,2,0,0,0,0,0,0,0.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/asyncProcessLevelNodes(String, Processor, AsyncCallback.VoidCallback, Object, int, int)",4.2.0,34,3,6,2,1,1,200,0,0,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/processResult(int, String, Object)",4.2.0,22,3,3,2,0,0,0,0,0,0.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/processResult(int, String, Object, List)",4.2.0,15,2,4,1,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/AsyncListProcessor(ScheduledExecutorService),4.2.0,3,1,1,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/process(List, Processor, AsyncCallback.VoidCallback, Object, int, int)",4.2.0,36,4,6,3,2,1,204,0,0,102.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/processResult(int, String, Object)",4.2.0,22,3,3,2,0,0,0,0,0,0.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/run(),4.2.0,4,1,0,0,0,0,0,0,0,0.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/isSpecialZnode(String),4.2.0,4,1,1,0,2,2,202,0,0,101.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/getLedgerRanges(),4.2.0,4,1,0,0,2,2,295,0,0,147.5,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/nextL1Node(),4.2.0,20,5,0,4,4,2,301,5,1,76.5,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/hasNext(),4.2.0,14,4,0,2,3,2,297,3,1,100.0,yes
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/next(),4.2.0,7,2,0,1,2,2,295,0,0,147.5,yes
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/getLedgerRangeByLevel(String, String)",4.2.0,20,3,2,1,2,2,295,0,0,147.5,yes
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManagerFactory.java/getCurrentVersion(),4.2.0,4,1,0,0,1,1,72,0,0,72.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManagerFactory.java/initialize(AbstractConfiguration, ZooKeeper, int)",4.2.0,13,2,3,1,1,1,72,0,0,72.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManagerFactory.java/uninitialize(),4.2.0,5,1,0,0,1,1,72,0,0,72.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManagerFactory.java/newLedgerManager(),4.2.0,4,1,0,0,1,1,72,0,0,72.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManagerFactory.java/newLedgerUnderreplicationManager(),4.2.0,5,1,0,0,2,1,77,0,0,38.5,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManagerFactory.java/format(AbstractConfiguration, ZooKeeper)",4.2.0,16,2,2,2,2,2,22,0,0,11.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java/readLayout(ZooKeeper, String)",4.2.0,19,3,2,0,2,2,201,1,0,101.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java/LedgerLayout(String, int)",4.2.0,3,1,2,0,2,1,202,2,0,102.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java/LedgerLayout(String, int, int)",4.2.0,6,1,3,0,2,1,202,3,0,102.5,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java/getManagerType(),4.2.0,5,1,0,0,2,1,214,0,0,107.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java/getManagerFactoryClass(),4.2.0,3,1,0,0,2,1,211,1,0,106.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java/getManagerVersion(),4.2.0,3,1,0,0,2,1,211,1,0,106.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java/getLayoutFormatVersion(),4.2.0,3,1,0,0,2,1,209,0,0,104.5,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java/store(ZooKeeper, String)",4.2.0,7,1,2,0,3,2,213,3,0,72.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java/delete(ZooKeeper, String)",4.2.0,6,1,2,0,3,3,211,1,0,70.66666666666667,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java/serialize(),4.2.0,8,1,0,0,2,2,205,8,0,106.5,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java/parseLayout(byte[]),4.2.0,32,5,1,3,4,2,212,8,0,55.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java/equals(Object),4.2.0,12,3,1,2,1,1,2,2,0,4.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java/hashCode(),4.2.0,4,1,0,0,1,1,1,1,0,2.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java/toString(),4.2.0,8,1,0,0,1,1,1,1,0,2.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java/createLedger(LedgerMetadata, GenericCallback)",4.2.0,1,1,2,0,3,2,178,2,0,60.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java/removeLedgerMetadata(long, Version, GenericCallback)",4.2.0,1,1,3,0,4,2,179,3,0,45.5,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java/readLedgerMetadata(long, GenericCallback)",4.2.0,1,1,2,0,2,2,145,1,0,73.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java/writeLedgerMetadata(long, LedgerMetadata, GenericCallback)",4.2.0,1,1,3,0,2,2,145,1,0,73.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java/asyncProcessLedgers(Processor, AsyncCallback.VoidCallback, Object, int, int)",4.2.0,2,1,5,0,1,1,144,0,0,144.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java/getLedgerRanges(),4.2.0,1,1,0,0,2,2,219,0,0,109.5,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java/LedgerRange(Set),4.2.0,3,1,1,0,2,2,219,0,0,109.5,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java/LedgerRange(Set, long)",4.2.0,3,1,2,0,2,2,219,0,0,109.5,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java/LedgerRange(Set, long, long)",4.2.0,5,1,3,0,1,1,75,0,0,75.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java/start(),4.2.0,3,1,0,0,1,1,75,0,0,75.0,yes
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java/end(),4.2.0,3,1,0,0,1,1,75,0,0,75.0,yes
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java/getLedgers(),4.2.0,3,1,0,0,1,1,75,0,0,75.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java/hasNext(),4.2.0,1,1,0,0,1,1,75,0,0,75.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java/next(),4.2.0,1,1,0,0,1,1,75,0,0,75.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java/getCurrentVersion(),4.2.0,1,1,0,0,2,1,146,1,0,73.5,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java/initialize(AbstractConfiguration, ZooKeeper, int)",4.2.0,4,1,3,0,2,1,146,1,0,73.5,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java/uninitialize(),4.2.0,1,1,0,0,2,1,146,1,0,73.5,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java/newLedgerManager(),4.2.0,1,1,0,0,2,1,146,1,0,73.5,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java/newLedgerUnderreplicationManager(),4.2.0,2,1,0,0,2,1,109,0,0,54.5,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java/newLedgerManagerFactory(AbstractConfiguration, ZooKeeper)",4.2.0,77,13,2,10,2,2,60,51,5,55.5,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java/createNewLMFactory(AbstractConfiguration, ZooKeeper, Class)",4.2.0,44,7,3,5,2,2,99,14,3,56.5,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java/format(AbstractConfiguration, ZooKeeper)",4.2.0,16,2,2,0,1,1,73,0,0,73.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java/markLedgerUnderreplicated(long, String)",4.2.0,2,1,2,0,1,1,64,0,0,64.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java/markLedgerReplicated(long),4.2.0,2,1,1,0,1,1,64,0,0,64.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java/getLedgerToRereplicate(),4.2.0,2,1,0,0,1,1,64,0,0,64.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java/pollLedgerToRereplicate(),4.2.0,2,1,0,0,2,1,73,0,0,36.5,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java/releaseUnderreplicatedLedger(long),4.2.0,2,1,1,0,1,1,35,0,0,35.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java/close(),4.2.0,2,1,0,0,1,1,35,0,0,35.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java/disableLedgerReplication(),4.2.0,2,1,0,0,1,1,35,0,0,35.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java/enableLedgerReplication(),4.2.0,2,1,0,0,1,1,35,0,0,35.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java/isLedgerReplicationEnabled(),4.2.0,2,1,0,0,1,1,35,0,0,35.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java/notifyLedgerReplicationEnabled(GenericCallback),4.2.0,2,1,1,0,0,0,0,0,0,0.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/getCurrentVersion(),4.2.0,4,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/initialize(AbstractConfiguration, ZooKeeper, int)",4.2.0,23,3,3,1,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/uninitialize(),4.2.0,4,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/key2LedgerId(String),4.2.0,3,2,1,1,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/ledgerId2Key(Long),4.2.0,3,2,1,1,1,1,200,0,0,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/rangeToString(Long, boolean, Long, boolean)",4.2.0,6,3,4,2,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/entries2Ledgers(Iterator),4.2.0,12,3,1,1,1,1,200,0,0,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/complete(int, T)",4.2.0,7,1,2,0,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/block(),4.2.0,8,3,0,1,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/getRetCode(),4.2.0,3,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/getResult(),4.2.0,3,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/MsLedgerManager(AbstractConfiguration, ZooKeeper, MetaStore)",4.2.0,18,2,3,0,2,2,211,1,0,106.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/close(),4.2.0,9,2,0,0,2,2,201,1,0,101.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/createLedger(LedgerMetadata, GenericCallback)",4.2.0,60,6,2,4,1,1,200,0,1,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/processResult(int, String, Object, String)",4.2.0,54,6,4,4,1,1,200,0,1,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/complete(int, Version, Object)",4.2.0,16,3,3,2,1,1,200,0,3,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/processResult(int, String, Object)",4.2.0,9,2,3,1,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/getLedgerIdFromGenPath(String),4.2.0,10,2,1,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/removeLedgerMetadata(long, Version, GenericCallback)",4.2.0,20,3,3,2,2,2,203,2,2,102.5,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/complete(int, Void, Object)",4.2.0,13,3,3,2,1,1,200,0,2,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/readLedgerMetadata(long, GenericCallback)",4.2.0,32,4,2,2,1,1,200,0,0,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/complete(int, Versioned, Object)",4.2.0,25,4,3,2,1,1,200,0,0,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/writeLedgerMetadata(long, LedgerMetadata, GenericCallback)",4.2.0,32,4,3,3,1,1,200,0,3,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/complete(int, Version, Object)",4.2.0,20,4,3,3,1,1,200,0,3,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/asyncProcessLedgers(Processor, AsyncCallback.VoidCallback, Object, int, int)",4.2.0,19,3,5,2,1,1,200,0,0,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/complete(int, MetastoreCursor, Object)",4.2.0,12,3,3,2,1,1,200,0,0,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/asyncProcessLedgers(MetastoreCursor, Processor, AsyncCallback.VoidCallback, Object, int, int)",4.2.0,10,1,6,0,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/run(),4.2.0,4,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/doAsyncProcessLedgers(MetastoreCursor, Processor, AsyncCallback.VoidCallback, Object, int, int)",4.2.0,54,7,6,5,1,1,200,0,0,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/complete(int, Iterator, Object)",4.2.0,42,6,3,4,1,1,200,0,0,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/processResult(int, String, Object)",4.2.0,11,2,3,1,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/MSLedgerRangeIterator(),4.2.0,14,2,0,1,2,2,213,63,1,138.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/complete(int, MetastoreCursor, Object)",4.2.0,9,2,3,1,2,2,213,63,1,138.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/hasNext(),4.2.0,14,3,0,1,2,2,210,25,0,117.5,yes
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/next(),4.2.0,14,3,0,1,2,2,215,2,0,108.5,yes
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/getLedgerRanges(),4.2.0,4,1,0,0,2,2,203,21,0,112.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/newLedgerManager(),4.2.0,4,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/newLedgerUnderreplicationManager(),4.2.0,6,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/AsyncSetProcessor(ScheduledExecutorService),4.2.0,3,1,1,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/process(Set, Processor, AsyncCallback.VoidCallback, Object, int, int)",4.2.0,33,4,6,3,1,1,200,0,0,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/processResult(int, String, Object)",4.2.0,21,3,3,2,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java/run(),4.2.0,4,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java/Lock(String, int)",4.2.0,4,1,2,0,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java/getLockZNode(),4.2.0,1,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java/getLedgerZNodeVersion(),4.2.0,1,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java/ZkLedgerUnderreplicationManager(AbstractConfiguration, ZooKeeper)",4.2.0,23,2,2,0,4,2,214,4,0,54.5,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java/checkLayout(),4.2.0,57,12,0,6,2,1,202,2,1,102.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java/getLedgerId(String),4.2.0,8,2,1,1,1,1,200,0,1,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java/getParentZnodePath(String, long)",4.2.0,9,1,2,0,2,1,201,1,0,101.0,no
