Project,MethodName,Release,LOC,CyclomaticComplexity,ParameterCount,NumberOfBranches,NR,NAuth,stmtAdded,stmtDeleted,elseAdded,avgChurn,IsBuggy
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/performRequest(),4.0.0,32,5,0,4,2,2,206,6,0,106.0,yes
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/ScanRequestWrapper(ScanRequest),4.0.0,3,1,1,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/performRequest(),4.0.0,16,2,0,1,1,1,200,0,0,200.0,yes
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/performRequest(),4.0.0,3,1,0,0,1,1,200,0,0,200.0,yes
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallback.java/messageScanned(Object, Message)",4.0.0,1,1,2,0,1,1,63,0,0,63.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallback.java/scanFinished(Object, ReasonForFinish)",4.0.0,1,1,2,0,1,1,63,0,0,63.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallback.java/scanFailed(Object, Exception)",4.0.0,1,1,2,0,1,1,63,0,0,63.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallbackWithContext.java/ScanCallbackWithContext(ScanCallback, Object)",4.0.0,4,1,2,0,1,1,37,0,0,37.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallbackWithContext.java/getScanCallback(),4.0.0,3,1,0,0,1,1,37,0,0,37.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallbackWithContext.java/getCtx(),4.0.0,3,1,0,0,1,1,37,0,0,37.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanRequest.java/ScanRequest(ByteString, long, ScanCallback, Object)",4.0.0,6,1,4,0,1,1,64,0,0,64.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanRequest.java/getTopic(),4.0.0,3,1,0,0,1,1,64,0,0,64.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanRequest.java/getStartSeqId(),4.0.0,3,1,0,0,1,1,64,0,0,64.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanRequest.java/getCallback(),4.0.0,3,1,0,0,1,1,64,0,0,64.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanRequest.java/getCtx(),4.0.0,3,1,0,0,1,1,64,0,0,64.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ChannelTracker.java/ChannelTracker(Subscriber),4.0.0,3,1,1,0,1,1,124,0,0,124.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ChannelTracker.java/operationFailed(Object, PubSubException)",4.0.0,2,1,2,0,1,1,124,0,0,124.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ChannelTracker.java/operationFinished(Object, Void)",4.0.0,2,1,2,0,1,1,124,0,0,124.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ChannelTracker.java/channelDisconnected(Channel),4.0.0,12,2,1,2,1,1,124,0,0,124.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ChannelTracker.java/subscribeSucceeded(TopicSubscriber, Channel)",4.0.0,26,4,2,3,2,2,125,1,0,63.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ChannelTracker.java/aboutToUnsubscribe(ByteString, ByteString)",4.0.0,12,3,2,2,1,1,124,0,0,124.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ChannelTracker.java/checkChannelMatches(ByteString, ByteString, Channel)",4.0.0,15,3,3,2,2,2,126,2,0,64.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ChannelTracker.java/getChannel(ByteString, ByteString)",4.0.0,3,1,2,0,1,1,124,0,0,124.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java/HedwigProxy(ProxyConfiguration, UncaughtExceptionHandler)",4.0.0,29,1,2,0,2,2,160,1,0,80.5,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java/uncaughtException(Thread, Throwable)",4.0.0,4,1,2,0,1,1,159,0,0,159.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java/run(),4.0.0,11,1,0,0,2,2,160,1,0,80.5,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java/HedwigProxy(ProxyConfiguration),4.0.0,3,1,1,0,1,1,159,0,0,159.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java/initializeHandlers(),4.0.0,12,1,0,0,1,1,159,0,0,159.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java/initializeNetty(),4.0.0,17,1,0,0,1,1,159,0,0,159.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java/shutdown(),4.0.0,5,1,0,0,2,2,160,1,0,80.5,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java/getStartDeliveryHandler(),4.0.0,3,1,0,0,1,1,159,0,0,159.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java/main(String[]),4.0.0,23,5,1,1,1,1,159,0,0,159.0,yes
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConfiguration.java/getProxyPort(),4.0.0,3,1,0,0,2,2,38,2,0,20.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConfiguration.java/getMaximumMessageSize(),4.0.0,4,1,0,0,1,1,36,0,0,36.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConsumeHandler.java/ProxyConsumeHandler(Subscriber),4.0.0,3,1,1,0,1,1,57,0,0,57.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConsumeHandler.java/handleRequest(PubSubRequest, Channel)",4.0.0,17,3,2,1,1,1,57,0,0,57.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyPublishHander.java/ProxyPublishHander(Publisher),4.0.0,3,1,1,0,1,1,62,0,0,62.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyPublishHander.java/handleRequest(PubSubRequest, Channel)",4.0.0,23,2,2,1,1,1,62,0,0,62.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyPublishHander.java/operationFailed(Object, PubSubException)",4.0.0,4,1,2,0,1,1,62,0,0,62.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyPublishHander.java/operationFinished(Object, Void)",4.0.0,4,1,2,0,1,1,62,0,0,62.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStartDeliveryHandler.java/ProxyStartDeliveryHandler(Subscriber, ChannelTracker)",4.0.0,4,1,2,0,1,1,129,0,0,129.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStartDeliveryHandler.java/handleRequest(PubSubRequest, Channel)",4.0.0,76,5,2,3,4,2,139,10,0,37.25,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStartDeliveryHandler.java/deliver(ByteString, ByteString, Message, Callback, Object)",4.0.0,27,2,5,1,3,2,133,4,0,45.666666666666664,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStartDeliveryHandler.java/operationComplete(ChannelFuture),4.0.0,14,2,1,1,1,1,129,0,0,129.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStopDeliveryHandler.java/ProxyStopDeliveryHandler(Subscriber, ChannelTracker)",4.0.0,4,1,2,0,1,1,73,0,0,73.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStopDeliveryHandler.java/handleRequest(PubSubRequest, Channel)",4.0.0,30,4,2,1,1,1,73,0,0,73.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxySubscribeHandler.java/ProxySubscribeHandler(Subscriber, ChannelTracker)",4.0.0,4,1,2,0,1,1,82,0,0,82.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxySubscribeHandler.java/channelDisconnected(Channel),4.0.0,4,1,1,0,1,1,82,0,0,82.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxySubscribeHandler.java/handleRequest(PubSubRequest, Channel)",4.0.0,30,3,2,1,2,2,83,1,0,42.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxySubscribeHandler.java/operationFailed(Object, PubSubException)",4.0.0,4,1,2,0,1,1,82,0,0,82.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxySubscribeHandler.java/operationFinished(Object, Void)",4.0.0,10,2,2,0,1,1,82,0,0,82.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyUnsubscribeHandler.java/ProxyUnsubscribeHandler(Subscriber, ChannelTracker)",4.0.0,4,1,2,0,1,1,74,0,0,74.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyUnsubscribeHandler.java/handleRequest(PubSubRequest, Channel)",4.0.0,32,2,2,1,1,1,74,0,0,74.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyUnsubscribeHandler.java/operationFailed(Object, PubSubException)",4.0.0,4,1,2,0,1,1,74,0,0,74.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyUnsubscribeHandler.java/operationFinished(Object, Void)",4.0.0,4,1,2,0,1,1,74,0,0,74.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClient.java/HedwigHubClient(ClientConfiguration, ClientSocketChannelFactory)",4.0.0,5,1,2,0,1,1,48,0,0,48.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClient.java/HedwigHubClient(ClientConfiguration),4.0.0,5,1,1,0,1,1,48,0,0,48.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClientFactory.java/HedwigHubClientFactory(ServerConfiguration, ClientSocketChannelFactory)",4.0.0,4,1,2,0,1,1,60,0,0,60.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClientFactory.java/create(HedwigSocketAddress),4.0.0,14,1,1,0,1,1,60,0,0,60.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClientFactory.java/getDefaultServerHedwigSocketAddress(),4.0.0,4,1,0,0,1,1,60,0,0,60.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClientFactory.java/isSSLEnabled(),4.0.0,4,1,0,0,1,1,60,0,0,60.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java/HedwigHubSubscriber(HedwigClientImpl),4.0.0,3,1,1,0,2,2,71,1,0,36.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java/subscribe(ByteString, ByteString, CreateOrAttach)",4.0.0,6,1,3,0,2,2,71,1,0,36.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java/asyncSubscribe(ByteString, ByteString, CreateOrAttach, Callback, Object)",4.0.0,5,1,5,0,2,2,71,1,0,36.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java/unsubscribe(ByteString, ByteString)",4.0.0,5,1,2,0,2,2,71,1,0,36.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java/asyncUnsubscribe(ByteString, ByteString, Callback, Object)",4.0.0,5,1,4,0,2,2,71,1,0,36.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java/RegionManager(PersistenceManager, ServerConfiguration, ZooKeeper, ScheduledExecutorService, HedwigHubClientFactory)",4.0.0,9,1,5,1,1,1,180,0,0,180.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java/onFirstLocalSubscribe(ByteString, boolean, Callback)",4.0.0,80,11,3,10,4,2,195,14,0,52.25,yes
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java/run(),4.0.0,71,11,0,10,4,2,195,14,0,52.25,yes
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java/operationFinished(Object, Void)",4.0.0,49,8,2,6,3,2,190,10,0,66.66666666666667,yes
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java/deliver(ByteString, ByteString, Message, Callback, Object)",4.0.0,31,4,5,3,3,2,187,7,0,64.66666666666667,yes
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java/operationFinished(Object, Long)",4.0.0,7,2,2,1,2,2,181,1,0,91.0,yes
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java/operationFailed(Object, PubSubException)",4.0.0,7,2,2,1,2,2,181,1,0,91.0,yes
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java/operationFailed(Object, PubSubException)",4.0.0,7,2,2,1,2,2,181,1,0,91.0,yes
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java/onLastLocalUnsubscribe(ByteString),4.0.0,28,3,1,3,1,1,180,0,0,180.0,yes
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java/operationFinished(Object, Void)",4.0.0,5,2,2,1,1,1,180,0,0,180.0,yes
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java/operationFailed(Object, PubSubException)",4.0.0,5,2,2,1,1,1,180,0,0,180.0,yes
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java/run(),4.0.0,7,1,0,1,1,1,180,0,0,180.0,yes
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java/stop(),4.0.0,5,1,0,1,2,2,181,1,0,91.0,yes
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/ssl/SslServerContextFactory.java/SslServerContextFactory(ServerConfiguration),4.0.0,17,2,1,0,1,1,53,0,0,53.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/ssl/SslServerContextFactory.java/isClient(),4.0.0,4,1,0,0,1,1,53,0,0,53.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java/AbstractSubscriptionManager(ServerConfiguration, TopicManager, PersistenceManager, ScheduledExecutorService)",4.0.0,12,2,4,1,2,2,201,1,0,101.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java/run(),4.0.0,32,4,0,5,1,1,200,0,0,200.0,yes
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java/AcquireOp(ByteString, Callback, Object)",4.0.0,3,1,3,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java/run(),4.0.0,60,4,0,4,2,2,202,2,0,102.0,yes
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java/operationFailed(Object, PubSubException)",4.0.0,4,1,2,0,1,1,200,0,0,200.0,yes
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java/operationFinished(Object, Map)",4.0.0,44,3,2,3,2,2,202,2,1,102.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java/operationFailed(Object, PubSubException)",4.0.0,6,1,2,0,2,2,201,1,0,101.0,yes
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java/operationFinished(Object, Void)",4.0.0,6,1,2,0,1,1,200,0,0,200.0,yes
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java/notifySubscribe(ByteString, boolean, Callback, Object)",4.0.0,6,1,4,1,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java/acquiredTopic(ByteString, Callback, Object)",4.0.0,4,1,3,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java/lostTopic(ByteString),4.0.0,8,2,1,1,2,1,202,1,0,101.5,yes
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java/notifyUnsubcribe(ByteString),4.0.0,4,1,1,1,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java/readSubscriptions(ByteString, Callback, Object)",4.0.0,2,1,3,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java/SubscribeOp(ByteString, SubscribeRequest, MessageSeqId, Callback, Object)",4.0.0,6,1,5,0,2,2,201,1,0,101.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java/run(),4.0.0,79,7,0,6,2,2,206,6,0,106.0,yes
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java/operationFailed(Object, PubSubException)",4.0.0,4,1,2,0,1,1,200,0,0,200.0,yes
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java/operationFinished(Object, Void)",4.0.0,25,2,2,1,2,2,201,1,0,101.0,yes
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java/operationFailed(Object, PubSubException)",4.0.0,6,1,2,0,2,2,201,1,0,101.0,yes
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java/operationFinished(Object, Void)",4.0.0,5,1,2,0,1,1,200,0,0,200.0,yes
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java/serveSubscribeRequest(ByteString, SubscribeRequest, MessageSeqId, Callback, Object)",4.0.0,5,1,5,0,2,2,201,1,0,101.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java/ConsumeOp(ByteString, ByteString, MessageSeqId, Callback, Object)",4.0.0,6,1,5,0,2,2,201,1,0,101.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java/run(),4.0.0,28,5,0,4,2,2,204,4,0,104.0,yes
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java/setConsumeSeqIdForSubscriber(ByteString, ByteString, MessageSeqId, Callback, Object)",4.0.0,5,1,5,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java/UnsubscribeOp(ByteString, ByteString, Callback, Object)",4.0.0,4,1,4,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java/run(),4.0.0,31,4,0,3,1,1,200,0,0,200.0,yes
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java/operationFailed(Object, PubSubException)",4.0.0,4,1,2,0,1,1,200,0,0,200.0,yes
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java/operationFinished(Object, Void)",4.0.0,9,2,2,1,1,1,200,0,0,200.0,yes
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java/unsubscribe(ByteString, ByteString, Callback, Object)",4.0.0,4,1,4,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java/addListener(SubscriptionEventListener),4.0.0,4,1,1,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java/stop(),4.0.0,3,1,0,0,1,1,200,0,0,200.0,yes
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java/createSubscriptionState(ByteString, ByteString, SubscriptionState, Callback, Object)",4.0.0,2,1,5,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java/updateSubscriptionState(ByteString, ByteString, SubscriptionState, Callback, Object)",4.0.0,2,1,5,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java/deleteSubscriptionState(ByteString, ByteString, Callback, Object)",4.0.0,2,1,4,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AllToAllTopologyFilter.java/AllToAllTopologyFilter(ByteString),4.0.0,3,1,1,0,1,1,39,0,0,39.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AllToAllTopologyFilter.java/testMessage(Message),4.0.0,7,2,1,1,1,1,39,0,1,39.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java/InMemorySubscriptionManager(TopicManager, PersistenceManager, ServerConfiguration, ScheduledExecutorService)",4.0.0,3,1,4,0,1,1,78,0,0,78.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java/createSubscriptionState(ByteString, ByteString, SubscriptionState, Callback, Object)",4.0.0,6,1,5,0,2,2,79,1,0,40.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java/deleteSubscriptionState(ByteString, ByteString, Callback, Object)",4.0.0,6,1,4,0,2,2,79,1,0,40.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java/updateSubscriptionState(ByteString, ByteString, SubscriptionState, Callback, Object)",4.0.0,6,1,5,0,2,2,79,1,0,40.0,no
